V1,rural3,union1988,centeno,totalexperience,replacement,iddto,idedo,jornadaPRI,noOP,fraud
Guerrero_III_DSC_0414_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0415_2,1.122859001,0,1,0,0,137,13,0.529999971,0,0
Guerrero_III_DSC_0416_2,1.122859001,0,1,0,0,137,13,0.529999971,0,0
Guerrero_III_DSC_0417_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0418_2,1.122859001,0,1,0,0,137,13,0.529999971,0,0
Guerrero_III_DSC_0419_2,1.122859001,0,1,0,0,137,13,0.529999971,0,0
Guerrero_III_DSC_0420_2,1.122859001,0,1,0,0,137,13,0.529999971,1,1
Guerrero_III_DSC_0421_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0422_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0423_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0424_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0425_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0426_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0427_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0428_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0429_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0430_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0431_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0432_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0433_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0434_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0435_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0436_2,1.122859001,0,1,0,0,137,13,0.529999971,0,0
Guerrero_III_DSC_0437_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0438_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0439_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0440_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_III_DSC_0441_2,1.122859001,0,1,0,0,137,13,0.529999971,1,0
Guerrero_II_DSC_0002_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0003_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0004_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0005_2,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0006_2,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0007_2,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0008_2,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0009_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0010_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0011_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0012_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0013_2,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0014_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0015_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0016_2,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0017_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0018_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0019_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0020_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0021_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0022_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0023_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0024_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0025_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0026_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0027_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0028_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0029_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0030_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0031_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0032_2,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0033_2,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0034_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0035_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0036_2,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0037_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0038_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0039_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0040_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0041_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0042_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0043_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0044_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0045_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0046_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0047_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0048_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0049_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0050_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0051_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0052_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0053_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0054_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0055_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0056_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0057_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0058_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0059_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0060_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0061_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0062_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0063_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0064_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0065_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0066_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0067_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0068_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0069_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0070_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0071_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0072_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0073_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0074_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0075_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0077_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0078_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0079_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0080_2,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0081_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0082_2,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0858,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0859,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0860,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0861,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0862,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0865,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0866,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0867,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0868,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0869,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0870,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0871,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0872,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0873,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0874,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0875,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0876,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0877,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0878,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0879,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0880,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0881,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0882,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0883,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0884,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0885,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0887,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0888,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0889,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0890,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0891,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0892,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0893,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0894,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0895,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0897,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0898,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0899,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0900,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0901,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0902,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0903,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0904,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0905,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0906,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0907,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0908,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0909,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0910,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0911,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0912,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0913,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0914,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0915,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0916,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0917,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0918,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0919,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0920,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0921,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0922,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0923,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0924,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0925,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0926,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0927,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0928,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0929,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0930,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0931,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0932,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0933,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0934,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0935,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0936,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0937,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0938,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0939,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0940,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0941,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0942,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0943,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0944,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0945,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0946,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0947,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0949,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0950,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0951,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0952,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0953,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0954,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0955,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0956,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0957,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0958,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0959,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0960,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0962,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0963,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0964,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0965,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0966,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0967,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0968,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0969,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0970,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0971,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0972,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0973,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0974,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0975,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0976,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0977,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0978,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0979,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0980,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0981,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0982,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0983,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0984,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0985,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0986,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0987,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0988,0.71335572,1,1,0,0,136,13,0.529999971,1,1
Guerrero_II_DSC_0989,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0990,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0991,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0992,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0993,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0994,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_DSC_0995,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0996,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_0997,0.71335572,1,1,0,0,136,13,0.529999971,1,0
Guerrero_II_DSC_0999,0.71335572,1,1,0,0,136,13,0.529999971,0,0
Guerrero_II_DSC_1000,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_II_IMG_8206,0.71335572,1,1,0,0,136,13,0.529999971,0,1
Guerrero_IV_DSC_0443_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0444_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0445_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0446_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0447_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0448_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0449_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0450_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0451_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0452_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0453_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0454_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0455_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0456_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0457_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0458_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0459_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0459_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0460_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0461_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0462_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0463_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0464_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0465_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0466_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0467_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0468_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0469_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0470_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0471_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0472_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0473_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0474_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0475_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0476_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0477_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0478_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0479_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0480_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0481_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0482_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0483_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0484_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0485_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0486_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0487_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0488_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0489_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0490_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0491_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0492_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0493_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0494_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0495_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0496_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0497_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0498_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0499_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0500_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0501_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0502_2,0.131214499,1,1,0,0,138,13,0.529999971,1,1
Guerrero_IV_DSC_0503_2,0.131214499,1,1,0,0,138,13,0.529999971,0,0
Guerrero_IV_DSC_0504_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0505_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0506_2,0.131214499,1,1,0,0,138,13,0.529999971,1,1
Guerrero_IV_DSC_0507_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0508_2,0.131214499,1,1,0,0,138,13,0.529999971,0,1
Guerrero_IV_DSC_0509_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
Guerrero_IV_DSC_0510_2,0.131214499,1,1,0,0,138,13,0.529999971,1,0
